Sean, Rodriguez, 15234441,3.14, RoSe4441
Bryan, Phillips, 47509310,2.16, PhBr0310
Michael, Phillips, 15582642,3.133, PhMi0642
Stephanie, Waxman, 58700440,1.196, WaSt0440
Stephanie, DiMarco, 90803056,2.074, DiSt0056
Michelle, DiMarco, 68524738,3.451, DiMi0738
Lisa, Passanante, 10885583,1.093, PaLi0583
Michelle, DiMarco, 15551352,2.066, DiMi0352
Bob, Reich, 56782335,3.679, ReBo0335
Bryan, Phillips, 75553739,3.988, PhBr0739
David, Passanante, 36753927,3.718, PaDa0927
David, Kudrow, 21853109,3.146, KuDa0109
Lisa, Waxman, 67983994,1.911, WaLi0994
Michelle, Reich, 65987182,1.858, ReMi0182
David, Waxman, 60647905,1.882, WaDa0905
Lisa, Phillips, 36087094,1.313, PhLi0094
Bob, Passanante, 38068533,1.681, PaBo0533
Michael, DiMarco, 72845221,2.713, DiMi0221
Bob, Kudrow, 29091864,3.151, KuBo0864
Michelle, Waxman, 15456778,1.421, WaMi0778
Stephanie, Passanante, 91315275,2.374, PaSt0275
Michelle, DiMarco, 72417976,2.19, DiMi0976
Michelle, Passanante, 56301278,3.155, PaMi0278
John, DiMarco, 84563561,3.341, DiJo0561
John, Waxman, 50409550,3.275, WaJo0550
Lisa, Reich, 20226543,3.443, ReLi0543
Leslie, Reich, 77380076,2.949, ReLe0076
David, Levitts, 44902931,3.869, LeDa0931
Bryan, Phillips, 31300175,1.742, PhBr0175
Bob, Levitts, 60304292,2.298, LeBo0292
Leslie, DiMarco, 91088281,1.869, DiLe0281
Michael, Passanante, 70180927,3.005, PaMi0927
Stephanie, Levitts, 30127242,3.625, LeSt0242
Michael, Reich, 52798501,1.536, ReMi0501
David, Kudrow, 47179967,3.39, KuDa0967
Leslie, Reich, 22450919,1.103, ReLe0919
David, Kudrow, 77220239,2.432, KuDa0239
Stephanie, DiMarco, 84892281,1.787, DiSt0281
Michelle, Waxman, 53311507,2.475, WaMi0507
John, Reich, 44070705,3.394, ReJo0705
David, Phillips, 13166456,3.739, PhDa0456
David, Levitts, 30046841,3.551, LeDa0841
John, Kudrow, 46520172,3.924, KuJo0172
David, Waxman, 40479910,3.379, WaDa0910
John, Reich, 11949730,3.348, ReJo0730
Michael, Kudrow, 90564031,3.839, KuMi0031
Bryan, Phillips, 54273001,1.212, PhBr0001
Bryan, Kudrow, 78797705,3.589, KuBr0705
Michael, Waxman, 96159483,1.692, WaMi0483
David, Kudrow, 28469227,3.936, KuDa0227
David, Kudrow, 10086013,1.336, KuDa0013
Lisa, Waxman, 37240844,3.227, WaLi0844
David, DiMarco, 39270087,1.981, DiDa0087
Bryan, Passanante, 99714510,2.78, PaBr0510
Michael, Reich, 68713718,1.142, ReMi0718
Michelle, Passanante, 80361991,2.168, PaMi0991
Stephanie, Reich, 59990522,2.602, ReSt0522
John, DiMarco, 46702177,1.474, DiJo0177
Stephanie, Passanante, 25908945,3.661, PaSt0945
Michael, Kudrow, 25108393,1.839, KuMi0393
Michelle, Waxman, 13684373,3.258, WaMi0373
Stephanie, Waxman, 64128533,2.401, WaSt0533
Lisa, DiMarco, 47752980,3.936, DiLi0980
Leslie, Passanante, 72700827,1.464, PaLe0827
Leslie, DiMarco, 95860115,2.357, DiLe0115
Michelle, Phillips, 93148031,1.48, PhMi0031
Michael, Passanante, 54556021,2.844, PaMi0021
Stephanie, Phillips, 71332898,3.191, PhSt0898
Bryan, DiMarco, 42731730,2.147, DiBr0730
Michelle, Phillips, 98857699,2.025, PhMi0699
Bob, Phillips, 54327932,2.417, PhBo0932
Bob, DiMarco, 54690625,3.572, DiBo0625
Bryan, Reich, 23849618,2.092, ReBr0618
Bob, DiMarco, 26101894,3.741, DiBo0894
Stephanie, Passanante, 30819333,2.156, PaSt0333
John, Waxman, 31292344,2.934, WaJo0344
Bob, Reich, 31801836,3.003, ReBo0836
Bryan, Reich, 18597358,1.328, ReBr0358
Michelle, DiMarco, 61132980,3.845, DiMi0980
Leslie, Levitts, 59648920,1.105, LeLe0920
Leslie, Phillips, 63985641,2.408, PhLe0641
Bob, Passanante, 46378595,3.215, PaBo0595
Michelle, Kudrow, 77905473,2.356, KuMi0473
David, DiMarco, 24244290,2.022, DiDa0290
Leslie, Levitts, 61449351,3.672, LeLe0351
Bob, DiMarco, 66563557,2.91, DiBo0557
Michael, Kudrow, 41059262,2.956, KuMi0262
Leslie, Levitts, 57336295,1.702, LeLe0295
John, Phillips, 99804510,1.357, PhJo0510
Michael, Phillips, 42439637,3.472, PhMi0637
Stephanie, Passanante, 24124983,3.603, PaSt0983
Bob, Reich, 31577840,3.092, ReBo0840
Michelle, Reich, 67208375,1.339, ReMi0375
Stephanie, Levitts, 45869993,3.608, LeSt0993
Leslie, Levitts, 80134089,3.747, LeLe0089
Bryan, Phillips, 58458358,2.283, PhBr0358
Lisa, DiMarco, 44416711,2.159, DiLi0711
Bob, Levitts, 38020154,3.888, LeBo0154
Bryan, Waxman, 22081808,2.12, WaBr0808
Leslie, Passanante, 57565590,1.599, PaLe0590
Michael, DiMarco, 81906899,2.13, DiMi0899
Michael, Levitts, 93404970,1.575, LeMi0970
Stephanie, Levitts, 62960402,3.021, LeSt0402
Bob, Phillips, 61667679,3.058, PhBo0679
Leslie, DiMarco, 49071354,3.683, DiLe0354
Michael, Kudrow, 32255856,2.592, KuMi0856
John, Phillips, 20362750,2.607, PhJo0750
John, Reich, 42615577,1.698, ReJo0577
Bob, Reich, 50481262,1.463, ReBo0262
Stephanie, DiMarco, 36208351,1.091, DiSt0351
Leslie, Reich, 10656226,1.668, ReLe0226
Stephanie, Waxman, 23065754,1.283, WaSt0754
Bob, Levitts, 14220622,3.671, LeBo0622
Bryan, Waxman, 42309993,3.159, WaBr0993
Michelle, Passanante, 67726917,1.406, PaMi0917
Bryan, Kudrow, 69023236,2.872, KuBr0236
Leslie, Waxman, 27290599,1.148, WaLe0599
Bob, Kudrow, 30348506,3.136, KuBo0506
David, DiMarco, 81294123,1.707, DiDa0123
Leslie, Passanante, 28204947,3.766, PaLe0947
Lisa, Kudrow, 23084211,2.712, KuLi0211
John, Kudrow, 78500299,1.055, KuJo0299
John, Waxman, 99795191,3.411, WaJo0191
Lisa, Waxman, 49223357,2.318, WaLi0357
Lisa, Levitts, 35931296,3.235, LeLi0296
Michelle, Waxman, 52299273,2.708, WaMi0273
Michael, Levitts, 52840647,1.073, LeMi0647
Leslie, Reich, 36590457,1.125, ReLe0457
Stephanie, DiMarco, 77713808,2.971, DiSt0808
David, Phillips, 51925950,3.828, PhDa0950
John, Kudrow, 18239659,3.731, KuJo0659
Leslie, DiMarco, 66542030,1.077, DiLe0030
Stephanie, Waxman, 41551442,1.621, WaSt0442
Stephanie, Passanante, 42816903,1.894, PaSt0903
Leslie, DiMarco, 88595790,1.155, DiLe0790
Bob, DiMarco, 98682255,2.793, DiBo0255
Michael, Passanante, 37557529,1.66, PaMi0529
Michael, Phillips, 64594515,1.058, PhMi0515
John, Waxman, 62473082,3.106, WaJo0082
John, Reich, 18448604,1.915, ReJo0604
David, DiMarco, 35665289,1.394, DiDa0289
Michelle, DiMarco, 73317025,2.689, DiMi0025
Michael, Waxman, 85132440,3.084, WaMi0440
David, DiMarco, 55397056,3.779, DiDa0056
Michelle, Reich, 30524365,3.27, ReMi0365
David, DiMarco, 92048913,1.046, DiDa0913
Leslie, Passanante, 33838342,3.07, PaLe0342
David, DiMarco, 92307638,1.957, DiDa0638
Stephanie, Kudrow, 53467691,2.936, KuSt0691
Michael, Passanante, 84751583,3.564, PaMi0583
Michael, DiMarco, 32735840,1.771, DiMi0840
Michael, Waxman, 70110253,3.169, WaMi0253
David, Passanante, 76548654,2.54, PaDa0654
Stephanie, Levitts, 48494359,2.263, LeSt0359
Michael, Waxman, 72297896,1.859, WaMi0896
John, Waxman, 93630851,1.067, WaJo0851
Stephanie, Phillips, 33648577,1.776, PhSt0577
John, Levitts, 98985801,2.784, LeJo0801
John, Phillips, 38343026,1.698, PhJo0026
Michael, Phillips, 13157884,2.388, PhMi0884
Leslie, Kudrow, 93654519,1.185, KuLe0519
Stephanie, Passanante, 54425325,1.539, PaSt0325
David, Kudrow, 15623235,3.081, KuDa0235
David, Passanante, 56829086,1.981, PaDa0086
Bryan, Phillips, 60707383,1.187, PhBr0383
Leslie, Reich, 92675137,2.484, ReLe0137
David, Levitts, 10982298,3.45, LeDa0298
Leslie, Passanante, 38838576,1.203, PaLe0576
Michael, Reich, 16520329,1.373, ReMi0329
Bryan, Kudrow, 96752486,3.014, KuBr0486
John, Waxman, 41084325,1.123, WaJo0325
Lisa, Levitts, 68464251,2.187, LeLi0251
Stephanie, Phillips, 89767518,1.537, PhSt0518
David, Waxman, 73642223,1.479, WaDa0223
Michael, Passanante, 89712657,3.008, PaMi0657
John, Reich, 14915506,3.482, ReJo0506
Bob, Reich, 27543149,2.951, ReBo0149
Stephanie, Levitts, 71429678,3.825, LeSt0678
Michael, DiMarco, 69639067,3.32, DiMi0067
Bob, Phillips, 23001274,1.561, PhBo0274
Bob, Waxman, 53890818,2.393, WaBo0818
Michael, Waxman, 89753836,3.842, WaMi0836
Michelle, Waxman, 14063272,3.787, WaMi0272
Michelle, Levitts, 54618350,2.702, LeMi0350
Stephanie, Kudrow, 90403192,1.416, KuSt0192
Michael, Levitts, 28580850,1.556, LeMi0850
John, Passanante, 92622756,1.862, PaJo0756
Lisa, Reich, 31060062,1.744, ReLi0062
Bob, Passanante, 83891991,2.367, PaBo0991
Bryan, Waxman, 80297837,1.217, WaBr0837
Stephanie, Reich, 46972922,2.421, ReSt0922
Stephanie, Waxman, 81145231,1.203, WaSt0231
Bryan, Phillips, 46128277,1.647, PhBr0277
Michelle, Phillips, 80127015,2.43, PhMi0015
Michelle, Levitts, 70937524,3.462, LeMi0524
Lisa, Kudrow, 40167453,3.275, KuLi0453
Lisa, Phillips, 30653074,2.72, PhLi0074
Lisa, Levitts, 19860131,3.892, LeLi0131
Michael, Reich, 30229453,2.303, ReMi0453
David, Kudrow, 44664687,3.194, KuDa0687
Bryan, DiMarco, 91658277,2.374, DiBr0277
Michelle, Phillips, 59913210,3.255, PhMi0210
Bob, Waxman, 36741798,2.767, WaBo0798
John, Levitts, 18009165,3.475, LeJo0165
Leslie, Waxman, 89937889,2.712, WaLe0889
Bob, Kudrow, 84701619,3.615, KuBo0619
Michelle, Waxman, 82409238,3.873, WaMi0238
John, Reich, 71817606,2.516, ReJo0606
Bob, DiMarco, 20909573,2.409, DiBo0573
Michael, Passanante, 16335436,1.114, PaMi0436
Lisa, Passanante, 37639751,1.519, PaLi0751
Bob, Waxman, 68181749,1.079, WaBo0749
Bob, Levitts, 99706494,1.699, LeBo0494
Leslie, Phillips, 31635146,3.168, PhLe0146
Michael, Levitts, 59316616,1.658, LeMi0616
Bob, Kudrow, 97719194,1.141, KuBo0194
David, Phillips, 18339511,1.619, PhDa0511
Lisa, Kudrow, 97467625,3.815, KuLi0625
Bob, Kudrow, 13370756,1.474, KuBo0756
Michelle, Kudrow, 28444551,1.614, KuMi0551
Michelle, DiMarco, 29929635,1.991, DiMi0635
Michelle, Levitts, 39402467,1.683, LeMi0467
Bryan, Reich, 26923360,3.055, ReBr0360
Lisa, Kudrow, 60460916,1.435, KuLi0916
Bryan, Waxman, 35010849,2.653, WaBr0849
Leslie, Reich, 98688586,2.082, ReLe0586
John, DiMarco, 54998844,1.058, DiJo0844
Leslie, Reich, 81471650,2.533, ReLe0650
John, Phillips, 44903198,3.443, PhJo0198
Bob, Waxman, 42551182,1.712, WaBo0182
Leslie, DiMarco, 36808119,2.874, DiLe0119
Leslie, Levitts, 28112463,2.16, LeLe0463
Michelle, Phillips, 87156218,1.415, PhMi0218
David, Phillips, 22808961,2.499, PhDa0961
Michael, Phillips, 56602150,1.786, PhMi0150
John, DiMarco, 38103827,3.099, DiJo0827
Bob, DiMarco, 48062665,1.815, DiBo0665
Bryan, Phillips, 77811708,2.045, PhBr0708
Lisa, Waxman, 14095872,3.625, WaLi0872
John, Passanante, 78223689,1.236, PaJo0689
Lisa, Reich, 37242565,2.292, ReLi0565
Bob, Passanante, 32698168,1.206, PaBo0168
Bob, Reich, 19462370,3.421, ReBo0370
Michelle, Waxman, 83100506,3.014, WaMi0506
Bob, DiMarco, 59297568,2.865, DiBo0568
Leslie, DiMarco, 22974219,3.283, DiLe0219
Bryan, Waxman, 27897396,3.553, WaBr0396
Michelle, Reich, 19826577,2.243, ReMi0577
David, Waxman, 27535617,1.129, WaDa0617
John, Waxman, 66411374,3.344, WaJo0374
Stephanie, Reich, 18754207,2.889, ReSt0207
John, Kudrow, 13391712,1.8, KuJo0712
Leslie, Phillips, 74765939,1.207, PhLe0939
Leslie, Phillips, 78265601,2.155, PhLe0601
Bob, Levitts, 44248695,3.43, LeBo0695
Bob, Levitts, 37937188,3.681, LeBo0188
David, Passanante, 36164326,1.954, PaDa0326
Stephanie, Passanante, 14816433,1.245, PaSt0433
Stephanie, Reich, 12734841,2.942, ReSt0841
John, Phillips, 28830030,1.937, PhJo0030
Leslie, DiMarco, 39208763,1.902, DiLe0763
Bryan, DiMarco, 10226410,1.584, DiBr0410
Bob, Waxman, 61550473,2.091, WaBo0473
Michael, Reich, 10557610,3.975, ReMi0610
John, DiMarco, 85685326,1.454, DiJo0326
Stephanie, Waxman, 11720835,1.383, WaSt0835
Bob, Passanante, 34433360,3.57, PaBo0360
Bob, Phillips, 15442544,3.735, PhBo0544
Bryan, Levitts, 20764434,3.819, LeBr0434
Bryan, Waxman, 38087823,3.515, WaBr0823
David, Kudrow, 88507578,1.724, KuDa0578
Michael, Kudrow, 18177915,1.233, KuMi0915
Leslie, Reich, 24147384,1.201, ReLe0384
Stephanie, Levitts, 26498681,1.062, LeSt0681
David, Waxman, 45840233,3.167, WaDa0233
Bryan, Reich, 21182804,3.975, ReBr0804
Bryan, Kudrow, 48283210,1.728, KuBr0210
David, Waxman, 32648589,2.475, WaDa0589
David, Waxman, 54568457,1.905, WaDa0457
Michelle, Kudrow, 65778119,2.751, KuMi0119
Bryan, Passanante, 48655854,2.627, PaBr0854
David, Waxman, 19217608,1.864, WaDa0608
John, Kudrow, 84596750,3.44, KuJo0750
Lisa, Levitts, 34182770,1.286, LeLi0770
Michael, Phillips, 61141654,1.153, PhMi0654
Michelle, Passanante, 87651984,3.899, PaMi0984
Lisa, Phillips, 12864608,3.388, PhLi0608
Stephanie, Waxman, 97330118,2.274, WaSt0118
Bryan, Reich, 81437130,2.75, ReBr0130
David, Passanante, 28265770,2.842, PaDa0770
John, DiMarco, 73184482,3.075, DiJo0482
Michael, Levitts, 53504769,2.277, LeMi0769
Stephanie, Passanante, 61557105,3.974, PaSt0105
John, Waxman, 33662765,1.194, WaJo0765
Stephanie, Reich, 95650035,3.643, ReSt0035
John, Passanante, 32799658,2.997, PaJo0658
David, Phillips, 68403105,2.648, PhDa0105
Michael, Passanante, 10478764,3.465, PaMi0764
Michelle, Kudrow, 10614731,1.147, KuMi0731
Bryan, Waxman, 92393452,1.421, WaBr0452
John, Levitts, 19402118,3.776, LeJo0118
Bryan, DiMarco, 54444117,1.565, DiBr0117
Michelle, Kudrow, 42240702,2.146, KuMi0702
Michelle, Reich, 97648276,2.328, ReMi0276
Stephanie, Phillips, 30215612,1.688, PhSt0612
Bryan, Levitts, 63766606,1.313, LeBr0606
Bryan, Reich, 96617979,1.29, ReBr0979
David, DiMarco, 24027737,3.684, DiDa0737
David, Levitts, 69518920,2.949, LeDa0920
David, Passanante, 65834619,1.577, PaDa0619
Bryan, Levitts, 99453981,3.411, LeBr0981
Stephanie, Passanante, 94835263,1.389, PaSt0263
Leslie, Phillips, 45850886,1.498, PhLe0886
Michael, Reich, 42240670,2.519, ReMi0670
Bob, Kudrow, 68333355,1.601, KuBo0355
Lisa, Kudrow, 79772769,2.91, KuLi0769
Leslie, Reich, 11533866,3.542, ReLe0866
Bob, Passanante, 17125185,2.479, PaBo0185
Michael, Reich, 54548111,2.786, ReMi0111
Michael, Phillips, 49319612,3.277, PhMi0612
Bob, DiMarco, 78664013,1.695, DiBo0013
Michael, Phillips, 93840647,2.965, PhMi0647
Michelle, Phillips, 89498072,3.308, PhMi0072
Michelle, Phillips, 19931877,2.952, PhMi0877
Michelle, Levitts, 92171891,1.859, LeMi0891
John, DiMarco, 34936020,2.273, DiJo0020
John, DiMarco, 90661647,2.986, DiJo0647
David, DiMarco, 65061968,3.069, DiDa0968
Bryan, Levitts, 94953388,2.358, LeBr0388
Lisa, Levitts, 50461498,3.226, LeLi0498
Michelle, Reich, 42136894,2.185, ReMi0894
Lisa, Waxman, 36998513,3.549, WaLi0513
Leslie, Passanante, 10070961,1.812, PaLe0961
Bob, Passanante, 49593576,3.532, PaBo0576
Lisa, Phillips, 44752918,1.38, PhLi0918
Stephanie, Reich, 24526586,2.579, ReSt0586
Leslie, Levitts, 25025166,1.258, LeLe0166
Lisa, Waxman, 10580406,3.265, WaLi0406
David, Phillips, 10751573,1.711, PhDa0573
Michael, Phillips, 61408225,1.967, PhMi0225
John, Levitts, 13096528,2.022, LeJo0528
John, DiMarco, 74007502,3.968, DiJo0502
Leslie, Waxman, 38039472,2.035, WaLe0472
Michelle, Passanante, 30683286,1.866, PaMi0286
Lisa, DiMarco, 16757709,3.829, DiLi0709
Michael, Passanante, 44383726,3.876, PaMi0726
Stephanie, Kudrow, 69010318,2.983, KuSt0318
Stephanie, Passanante, 79790591,1.372, PaSt0591
Lisa, Levitts, 38155984,1.667, LeLi0984
Bryan, DiMarco, 55047602,2.756, DiBr0602
Bryan, DiMarco, 48937540,1.498, DiBr0540
Lisa, Phillips, 61509399,3.489, PhLi0399
Michelle, Kudrow, 81666048,3.895, KuMi0048
Michelle, Kudrow, 11393945,2.879, KuMi0945
Michelle, Phillips, 88937241,1.384, PhMi0241
David, Passanante, 25721185,1.968, PaDa0185
David, Kudrow, 43513112,1.088, KuDa0112
Lisa, Waxman, 17420783,1.599, WaLi0783
David, Kudrow, 48501476,2.338, KuDa0476
Michael, Phillips, 96991726,2.515, PhMi0726
David, Phillips, 33466333,1.147, PhDa0333
Bryan, Kudrow, 30596627,1.065, KuBr0627
David, Levitts, 22601812,1.991, LeDa0812
Lisa, DiMarco, 52973522,1.874, DiLi0522
Stephanie, Levitts, 93602539,3.133, LeSt0539
Bob, DiMarco, 50048009,3.549, DiBo0009
John, Reich, 68363227,3.432, ReJo0227
John, Reich, 88628491,1.276, ReJo0491
Stephanie, Waxman, 79140284,1.368, WaSt0284
Bryan, Phillips, 73067374,2.891, PhBr0374
Michael, Reich, 26308307,2.74, ReMi0307
Leslie, Phillips, 21271019,1.761, PhLe0019
David, Phillips, 16344194,3.262, PhDa0194
Leslie, Passanante, 44941256,3.575, PaLe0256
John, Kudrow, 21171765,3.004, KuJo0765
Stephanie, Passanante, 41431288,3.874, PaSt0288
Michael, Levitts, 82499646,2.407, LeMi0646
Lisa, Waxman, 27098777,2.919, WaLi0777
Lisa, Phillips, 67285265,2.34, PhLi0265
Bryan, DiMarco, 84538940,1.229, DiBr0940
Stephanie, DiMarco, 72957750,1.396, DiSt0750
David, Passanante, 88580463,3.886, PaDa0463
Bryan, Reich, 83532559,2.411, ReBr0559
Bryan, Kudrow, 28427042,2.441, KuBr0042
Stephanie, Phillips, 20250642,1.907, PhSt0642
Leslie, Passanante, 55827363,3.018, PaLe0363
Bryan, Phillips, 92874946,2.933, PhBr0946
Michelle, Passanante, 41656357,1.941, PaMi0357
Michael, Levitts, 30277092,2.518, LeMi0092
Stephanie, Reich, 65790489,2.995, ReSt0489
Lisa, Passanante, 21447023,1.686, PaLi0023
Lisa, DiMarco, 47659954,3.144, DiLi0954
Stephanie, DiMarco, 10558428,2.778, DiSt0428
Bryan, Levitts, 77360557,3.304, LeBr0557
Stephanie, Phillips, 42222775,1.512, PhSt0775
John, Kudrow, 59708096,2.506, KuJo0096
Stephanie, Levitts, 55564760,3.022, LeSt0760
Leslie, Levitts, 96118060,3.544, LeLe0060
Michael, Reich, 68251959,1.821, ReMi0959
Michael, Passanante, 81693465,1.941, PaMi0465
Bryan, Phillips, 94111537,1.426, PhBr0537
Stephanie, Reich, 77403627,2.835, ReSt0627
Bryan, Levitts, 60466802,3.08, LeBr0802
Stephanie, Waxman, 69736693,3.11, WaSt0693
Bob, Reich, 13826402,1.817, ReBo0402
Lisa, Phillips, 92708726,2.868, PhLi0726
John, Waxman, 25059021,1.808, WaJo0021
Bryan, Reich, 89612200,3.088, ReBr0200
John, Kudrow, 37686351,3.724, KuJo0351
John, Waxman, 84386647,1.055, WaJo0647
Michael, Levitts, 15427150,1.563, LeMi0150
David, Kudrow, 84994350,1.895, KuDa0350
David, DiMarco, 47625232,3.174, DiDa0232
Michelle, Reich, 63683820,2.318, ReMi0820
David, Reich, 93694168,2.425, ReDa0168
Stephanie, DiMarco, 21523923,2.399, DiSt0923
Leslie, DiMarco, 60211530,2.741, DiLe0530
David, Kudrow, 77091439,2.988, KuDa0439
Bob, Reich, 26795471,3.477, ReBo0471
Lisa, Reich, 91694885,1.095, ReLi0885
John, Passanante, 99396481,2.331, PaJo0481
Leslie, Passanante, 76017395,2.33, PaLe0395
Leslie, Passanante, 22137112,1.777, PaLe0112
John, Phillips, 35561491,1.249, PhJo0491
Lisa, Kudrow, 51332486,2.219, KuLi0486
Bob, Reich, 94778531,1.185, ReBo0531
David, DiMarco, 27824400,1.336, DiDa0400
Leslie, DiMarco, 52265683,1.916, DiLe0683
Bob, Passanante, 86261850,1.836, PaBo0850
Bob, Passanante, 61913195,1.241, PaBo0195
Michael, Levitts, 72460773,3.581, LeMi0773
David, DiMarco, 17384810,3.331, DiDa0810
Stephanie, Phillips, 72475824,1.793, PhSt0824
Lisa, Phillips, 99814116,3.415, PhLi0116
Michelle, Phillips, 69517008,1.82, PhMi0008
Bob, DiMarco, 21099654,3.167, DiBo0654
David, Phillips, 97343963,1.657, PhDa0963
Bob, Reich, 97681593,3.864, ReBo0593
Bryan, Levitts, 31270733,2.205, LeBr0733
Bob, Passanante, 22182781,3.167, PaBo0781
Bryan, Kudrow, 70413801,3.972, KuBr0801
Michelle, Passanante, 42796992,1.112, PaMi0992
Michael, Passanante, 17316252,3.685, PaMi0252
Michelle, Phillips, 12807184,3.645, PhMi0184
John, Reich, 73580821,2.025, ReJo0821
Bryan, Levitts, 75116558,3.802, LeBr0558
Stephanie, Reich, 42644687,1.458, ReSt0687
Bryan, Waxman, 19175262,2.36, WaBr0262
Stephanie, Levitts, 63328773,3.861, LeSt0773
David, DiMarco, 40185531,1.566, DiDa0531
Leslie, DiMarco, 80294428,3.425, DiLe0428
Leslie, Passanante, 72968087,2.262, PaLe0087
Bryan, Phillips, 50040255,1.039, PhBr0255
Bob, Levitts, 25372595,2.519, LeBo0595
Michelle, Levitts, 23571899,1.126, LeMi0899
David, Passanante, 18615013,2.603, PaDa0013
Lisa, Reich, 79377654,3.639, ReLi0654
Bob, Kudrow, 34424617,3.871, KuBo0617
David, Passanante, 12842632,1.689, PaDa0632
Bob, Kudrow, 11383560,1.93, KuBo0560
Stephanie, DiMarco, 60734372,2.014, DiSt0372
David, DiMarco, 15341712,2.162, DiDa0712
John, Reich, 91892657,2.26, ReJo0657
John, Passanante, 41289653,2.437, PaJo0653
Bob, Reich, 27756369,3.784, ReBo0369
Lisa, Waxman, 16572611,2.618, WaLi0611
David, Levitts, 48860204,1.441, LeDa0204
Michelle, Levitts, 57828134,2.194, LeMi0134
Michael, Passanante, 65934024,3.583, PaMi0024
Bryan, Passanante, 66530356,2.127, PaBr0356
Michelle, Reich, 26737717,1.216, ReMi0717
Bob, Levitts, 20523616,3.753, LeBo0616
Bob, Waxman, 42264305,1.047, WaBo0305
John, Reich, 91428293,1.338, ReJo0293
Bryan, DiMarco, 58444182,3.875, DiBr0182
Bob, Levitts, 10301631,1.611, LeBo0631
David, Levitts, 81983247,2.548, LeDa0247
Michelle, DiMarco, 96436384,2.379, DiMi0384
Bryan, Reich, 11467765,2.44, ReBr0765
David, Kudrow, 86680098,1.057, KuDa0098
Lisa, Kudrow, 37368759,2.179, KuLi0759
Leslie, Levitts, 25157830,2.698, LeLe0830
John, Passanante, 77078761,2.077, PaJo0761
David, Waxman, 25781112,3.882, WaDa0112
Stephanie, Phillips, 63613718,3.48, PhSt0718
Bryan, Waxman, 62426006,1.524, WaBr0006
Michelle, Phillips, 49112867,2.011, PhMi0867
Lisa, Levitts, 64163016,1.468, LeLi0016
Stephanie, DiMarco, 96769402,2.409, DiSt0402
Leslie, Passanante, 75421712,2.446, PaLe0712
Leslie, Passanante, 47324744,2.436, PaLe0744
Michael, Phillips, 83472831,3.736, PhMi0831
Stephanie, Levitts, 78759213,2.067, LeSt0213
Lisa, DiMarco, 38110733,1.622, DiLi0733
Stephanie, Phillips, 30311924,1.922, PhSt0924
Lisa, Kudrow, 70918954,3.481, KuLi0954
Lisa, Levitts, 74462726,3.662, LeLi0726
Lisa, Kudrow, 44001717,2.101, KuLi0717
John, Reich, 33008992,1.812, ReJo0992
Stephanie, Kudrow, 10564196,3.561, KuSt0196
John, Waxman, 55870052,2.221, WaJo0052
Bryan, Kudrow, 42224349,1.766, KuBr0349
Lisa, DiMarco, 93752119,1.126, DiLi0119
Leslie, Reich, 60439122,3.472, ReLe0122
Leslie, DiMarco, 28306498,3.545, DiLe0498
David, Reich, 61927861,1.403, ReDa0861
Bryan, Reich, 95913877,1.446, ReBr0877
Stephanie, Kudrow, 70475710,3.784, KuSt0710
Michael, Phillips, 93727557,3.92, PhMi0557
Stephanie, Reich, 69999841,1.39, ReSt0841
David, Phillips, 19108381,2.317, PhDa0381
Lisa, Passanante, 16261310,2.954, PaLi0310
Lisa, Waxman, 46084208,3.063, WaLi0208
Bob, Phillips, 47105351,3.504, PhBo0351
David, Phillips, 14966741,3.623, PhDa0741
Leslie, Waxman, 43612932,3.005, WaLe0932
Michael, Phillips, 73758508,3.818, PhMi0508
Michael, Levitts, 57046370,1.35, LeMi0370
Bryan, Passanante, 82482825,1.474, PaBr0825
Bob, Levitts, 78971834,1.583, LeBo0834
Lisa, Reich, 94069531,3.101, ReLi0531
Leslie, Passanante, 84441536,2.914, PaLe0536
David, DiMarco, 17929341,3.084, DiDa0341
Michael, Levitts, 40618428,1.879, LeMi0428
Michael, Phillips, 14849590,2.587, PhMi0590
Michael, Waxman, 45726215,2.734, WaMi0215
David, Waxman, 44344217,2.145, WaDa0217
Stephanie, DiMarco, 65707498,2.921, DiSt0498
Leslie, Reich, 68090779,1.647, ReLe0779
David, Passanante, 18472865,1.193, PaDa0865
David, Kudrow, 95587309,3.194, KuDa0309
